,Index,Organism,Species,Type (Viral),Enveloped (Viral),Strain,Medium,Medium (specific),wavelength [nm],Light source,k1 [cm2/mJ],k2 [cm2/mJ],% resistant,Log-reduction dose [mJ/cm2],,k1 error,k2 error,Ref,Full Citation
,201,Bacterial spores,Bacillus subtilis spores,,,UVP,Surface,vacuum,220,,4.80,,,0.48,,,,28,"Munakata N, Saito M, Hieda K. Inactivation action spectra of Bacillus subtilis spores in extended ultraviolet wavelengths (50-300 nm) obtained with synchrotron radiation. Photochem Photobiol. 1991 Nov;54(5):761-8. DOI: 10.1111/j.1751-1097.1991.tb02087.x"
,202,Bacterial spores,Bacillus subtilis spores,,,UVR,Surface,vacuum,220,,0.39,,,5.95,,,,28,"Munakata N, Saito M, Hieda K. Inactivation action spectra of Bacillus subtilis spores in extended ultraviolet wavelengths (50-300 nm) obtained with synchrotron radiation. Photochem Photobiol. 1991 Nov;54(5):761-8. DOI: 10.1111/j.1751-1097.1991.tb02087.x"
,203,Bacterial spores,Bacillus subtilis spores,,,RCE,Surface,vacuum,220,,4.90,,,0.47,,,,28,"Munakata N, Saito M, Hieda K. Inactivation action spectra of Bacillus subtilis spores in extended ultraviolet wavelengths (50-300 nm) obtained with synchrotron radiation. Photochem Photobiol. 1991 Nov;54(5):761-8. DOI: 10.1111/j.1751-1097.1991.tb02087.x"
,204,Bacterial spores,Bacillus subtilis spores,,,RCF,Surface,vacuum,220,,0.76,,,3.03,,,,28,"Munakata N, Saito M, Hieda K. Inactivation action spectra of Bacillus subtilis spores in extended ultraviolet wavelengths (50-300 nm) obtained with synchrotron radiation. Photochem Photobiol. 1991 Nov;54(5):761-8. DOI: 10.1111/j.1751-1097.1991.tb02087.x"
,205,Bacterial spores,Bacillus subtilis spores,,,168,Surface,-,220,,0.06,,,37.1,,,,75,"Lindberg C, Horneck G. Action spectra for survival and spore photoproduct formation of Bacillus subtilis irradiated with short-wavelength (200-300 nm) UV at atmospheric pressureand in vacuo. Journal of Photochemistry and Photobiology B: Biology. 1991;11:69-80.doi:10.1016/1011-1344(91) 80269-N76.Biology.1991;11:69-80."
,206,Bacterial spores,Bacillus subtilis spores,,,168,Surface,vacuum,220,,0.65,,,3.55,,,,75,"Lindberg C, Horneck G. Action spectra for survival and spore photoproduct formation of Bacillus subtilis irradiated with short-wavelength (200-300 nm) UV at atmospheric pressureand in vacuo. Journal of Photochemistry and Photobiology B: Biology. 1991;11:69-80.doi:10.1016/1011-1344(91) 80269-N76.Biology.1991;11:69-80."
,207,Bacterial spores,Bacillus thuringiensis spores,,,AIHakam,Liquid,PBS,222,,0.21,,,10.73,,,,46,"Taylor W, Camilleri E, Craft DL, Korza G, Granados MR, Peterson J, Szczpaniak R, Weller SK, Moeller R, Douki T, Mok WWK,Setlow P.DNA Damage Kills Bacterial Spores and Cells Exposed to222-Nanometer UV Radiation. Appl Environ Microbiol. 202004;86(8).DOI: 10.1128/AEM.03039-19"
,208,Bacterial spores,Clostridioides difficile spores,,,ATCC43593,Liquid,PBS,222,,0.18,,,12.54,,,,44,"Narita K, Asano K, Naito K, Ohashi H, Sasaki M, Morimoto Y, Igarashi T, Nakane A. 222-nm UVC inactivates a wide spectrum of microbial pathogens. J Hosp Infect. 2020 Mar. DOI:10.1016/j.jhin.2020.03.03"
,209,Bacterial spores,Clostridioides difficile spores,,,ATCC43593,Liquid,PBS,222,,0.16,,,14.7,,,,46,"Taylor W, Camilleri E, Craft DL, Korza G, Granados MR, Peterson J, Szczpaniak R, Weller SK, Moeller R, Douki T, Mok WWK,Setlow P.DNA Damage Kills Bacterial Spores and Cells Exposed to222-Nanometer UV Radiation. Appl Environ Microbiol. 202004;86(8).DOI: 10.1128/AEM.03039-19"
,210,Bacterial spores,Clostridioides difficile spores,,,JIR8094,Liquid,PBS,222,,0.17,,,13.23,,,,46,"Taylor W, Camilleri E, Craft DL, Korza G, Granados MR, Peterson J, Szczpaniak R, Weller SK, Moeller R, Douki T, Mok WWK,Setlow P.DNA Damage Kills Bacterial Spores and Cells Exposed to222-Nanometer UV Radiation. Appl Environ Microbiol. 202004;86(8).DOI: 10.1128/AEM.03039-19"
,211,Bacterial spores,Clostridioides difficile spores,,,JCM1296,Liquid,PBS,254,,0.13,,,18.02,,,,44,"Narita K, Asano K, Naito K, Ohashi H, Sasaki M, Morimoto Y, Igarashi T, Nakane A. 222-nm UVC inactivates a wide spectrum of microbial pathogens. J Hosp Infect. 2020 Mar. DOI:10.1016/j.jhin.2020.03.03"
,212,Bacterial spores,Clostridioides difficile spores,,,ATCC43592,Surface,-,222,,0.14,,,16.67,,,,47,"Nerandzic MM, Cadnum JL, Eckart KE, Donskey CJ. Evaluation of a hand-held far-ultraviolet radiation device for decontamination of Clostridium difficile and other healthcare-associated pathogens. BMC Infect Dis. 2012 May;12:120.DOI:10.1186/1471-2334-12-120"
,213,Bacterial spores,Clostridioides difficile spores,,,-,Surface,-,254,,0.02,,,100.35,,,,76,"Wallace RL, Ouellette M, Jean J. Effect of UV-C light or hydrogen peroxide wipes on the inactivation of methicillin-resistant Staphylococcus aureus, Clostridium difficile spores and norovirus surrogate. J Appl Microbiol. 2019 Aug;127(2):586-97. DOI:10.1111/jam.1430877."
,214,Bacterial spores,Clostridioides sporogenies spores,,,JCM1416,Liquid,PBS,222,,0.22,,,10.37,,,,44,"Narita K, Asano K, Naito K, Ohashi H, Sasaki M, Morimoto Y, Igarashi T, Nakane A. 222-nm UVC inactivates a wide spectrum of microbial pathogens. J Hosp Infect. 2020 Mar. DOI:10.1016/j.jhin.2020.03.03"
,215,Bacterial spores,Clostridioides sporogenies spores,,,JCM1416,Liquid,PBS,254,,0.17,,,13.64,,,,44,"Narita K, Asano K, Naito K, Ohashi H, Sasaki M, Morimoto Y, Igarashi T, Nakane A. 222-nm UVC inactivates a wide spectrum of microbial pathogens. J Hosp Infect. 2020 Mar. DOI:10.1016/j.jhin.2020.03.03"
,216,Bacterial spores,Chlostridium pasteurianum spores,,,ATCC6013,Liquid,-,222,,0.88,,,2.63,,,,43,"Clauss M. Higher effectiveness of photoinactivation of bacterial spores, UV resistant vegetative bacteria and mold spores with 222 nm compared to 254 nm wavelength. Acta Hydrochim Hydrobiol. 2006;34:525-32.DOI: 10.1002/aheh.20060065"
,217,Bacterial spores,Chlostridium pasteurianum spores,,,ATCC6013,Liquid,-,254,,1.03,,,2.23,,,,43,"Clauss M. Higher effectiveness of photoinactivation of bacterial spores, UV resistant vegetative bacteria and mold spores with 222 nm compared to 254 nm wavelength. Acta Hydrochim Hydrobiol. 2006;34:525-32.DOI: 10.1002/aheh.20060065"
,218,Bacterial spores,Streptomyces griseus spores,,,DSM40236,Liquid,-,200,,0.07,,,32.86,,,,29,"Keller B, Horneck G. Action spectra in the vacuum UV and far UV (122-300nm) for inactivation of wet and vacuum-dry spores of Streptomyces griseus and photoreactivation. J Photochem Photobiol B. 1992;16:61-72. DOI: 10.1016/1011-1344(92)85153-L"
,219,Bacterial spores,Streptomyces griseus spores,,,DSM40236,Liquid,-,210,,0.24,,,9.52,,,,29,"Keller B, Horneck G. Action spectra in the vacuum UV and far UV (122-300nm) for inactivation of wet and vacuum-dry spores of Streptomyces griseus and photoreactivation. J Photochem Photobiol B. 1992;16:61-72. DOI: 10.1016/1011-1344(92)85153-L"
,220,Bacterial spores,Streptomyces griseus spores,,,DSM40236,Liquid,-,220,,0.35,,,6.57,,,,29,"Keller B, Horneck G. Action spectra in the vacuum UV and far UV (122-300nm) for inactivation of wet and vacuum-dry spores of Streptomyces griseus and photoreactivation. J Photochem Photobiol B. 1992;16:61-72. DOI: 10.1016/1011-1344(92)85153-L"
,221,Bacterial spores,Streptomyces griseus spores,,,DSM2570,Liquid,-,222,,0.34,,,6.85,,,,33,"Clauss M, Springorum AC, Hartung J. Ultraviolet disinfection with 222 nm wavelength– New options to inactivate UV-resistant pathogens. In: Briese A, Clau ßM, Hartung J, Springorum AC, Hrsg. Proceedingsof the 14th ISAH Congress 2009 – International Society for Animal Hygiene, 19th to 23rd July, Vechta, Germany, Vol. 2. Brno: Tribun EU; 2009.pp. 740-2"
,222,Bacterial spores,Streptomyces griseus spores,,,ATCC10137,Liquid,-,222,,0.35,,,6.67,,,,43,"Clauss M. Higher effectiveness of photoinactivation of bacterial spores, UV resistant vegetative bacteria and mold spores with 222 nm compared to 254 nm wavelength. Acta Hydrochim Hydrobiol. 2006;34:525-32.DOI: 10.1002/aheh.20060065"
,223,Bacterial spores,Streptomyces griseus spores,,,DSM40236,Liquid,-,254,,0.68,,,3.38,,,,29,"Keller B, Horneck G. Action spectra in the vacuum UV and far UV (122-300nm) for inactivation of wet and vacuum-dry spores of Streptomyces griseus and photoreactivation. J Photochem Photobiol B. 1992;16:61-72. DOI: 10.1016/1011-1344(92)85153-L"
,224,Bacterial spores,Streptomyces griseus spores,,,DSM2570,Liquid,-,254,,0.41,,,5.61,,,,33,"Clauss M, Springorum AC, Hartung J. Ultraviolet disinfection with 222 nm wavelength– New options to inactivate UV-resistant pathogens. In: Briese A, Clau ßM, Hartung J, Springorum AC, Hrsg. Proceedingsof the 14th ISAH Congress 2009 – International Society for Animal Hygiene, 19th to 23rd July, Vechta, Germany, Vol. 2. Brno: Tribun EU; 2009.pp. 740-2"
,225,Bacterial spores,Streptomyces griseus spores,,,ATCC10137,Liquid,-,254,,0.45,,,5.13,,,,43,"Clauss M. Higher effectiveness of photoinactivation of bacterial spores, UV resistant vegetative bacteria and mold spores with 222 nm compared to 254 nm wavelength. Acta Hydrochim Hydrobiol. 2006;34:525-32.DOI: 10.1002/aheh.20060065"
,226,Bacterial spores,Streptomyces griseus spores,,,DSM40236,Surface,-,200,,0.05,,,51.11,,,,29,"Keller B, Horneck G. Action spectra in the vacuum UV and far UV (122-300nm) for inactivation of wet and vacuum-dry spores of Streptomyces griseus and photoreactivation. J Photochem Photobiol B. 1992;16:61-72. DOI: 10.1016/1011-1344(92)85153-L"
,227,Bacterial spores,Streptomyces griseus spores,,,DSM40236,Surface,-,210,,0.14,,,16.43,,,,29,"Keller B, Horneck G. Action spectra in the vacuum UV and far UV (122-300nm) for inactivation of wet and vacuum-dry spores of Streptomyces griseus and photoreactivation. J Photochem Photobiol B. 1992;16:61-72. DOI: 10.1016/1011-1344(92)85153-L"
,228,Bacterial spores,Streptomyces griseus spores,,,DSM40236,Surface,-,220,,0.16,,,14.38,,,,29,"Keller B, Horneck G. Action spectra in the vacuum UV and far UV (122-300nm) for inactivation of wet and vacuum-dry spores of Streptomyces griseus and photoreactivation. J Photochem Photobiol B. 1992;16:61-72. DOI: 10.1016/1011-1344(92)85153-L"
,229,Bacterial spores,Streptomyces griseus spores,,,DSM40236,Surface,-,230,,0.15,,,15.33,,,,29,"Keller B, Horneck G. Action spectra in the vacuum UV and far UV (122-300nm) for inactivation of wet and vacuum-dry spores of Streptomyces griseus and photoreactivation. J Photochem Photobiol B. 1992;16:61-72. DOI: 10.1016/1011-1344(92)85153-L"
,230,Bacterial spores,Streptomyces griseus spores,,,DSM40236,Surface,-,254,,0.35,,,6.57,,,,29,"Keller B, Horneck G. Action spectra in the vacuum UV and far UV (122-300nm) for inactivation of wet and vacuum-dry spores of Streptomyces griseus and photoreactivation. J Photochem Photobiol B. 1992;16:61-72. DOI: 10.1016/1011-1344(92)85153-L"
,334,Virus,Phage QB,ssRNA+,No,ATCC 23631-B1,Liquid,-,240,Tunable Laser,0.11,,,21.6,,8.9 PFU/mL,,69,"Beck SE, Wright HB, Hargy TM, Larason TC, Linden KG. Action spectra for validation of pathogen disinfection in medium-pressure ultraviolet (UV) systems. Water Res. 2015 Mar;70:27-37. DOI: 10.1016/j.watres.2014.11.028"
,231,Bacterial spores,Thermoactinomyces vulgaris spores,,,DSM43016,Liquid,-,222,,0.15,,,14.95,,,,33,"Clauss M, Springorum AC, Hartung J. Ultraviolet disinfection with 222 nm wavelength– New options to inactivate UV-resistant pathogens. In: Briese A, Clau ßM, Hartung J, Springorum AC, Hrsg. Proceedingsof the 14th ISAH Congress 2009 – International Society for Animal Hygiene, 19th to 23rd July, Vechta, Germany, Vol. 2. Brno: Tribun EU; 2009.pp. 740-2"
,232,Bacterial spores,Thermoactinomyces vulgaris spores,,,ATCC43649,Liquid,-,222,,0.15,,,15.33,,,,43,"Clauss M. Higher effectiveness of photoinactivation of bacterial spores, UV resistant vegetative bacteria and mold spores with 222 nm compared to 254 nm wavelength. Acta Hydrochim Hydrobiol. 2006;34:525-32.DOI: 10.1002/aheh.20060065"
,240,Virus,Phage MS2,ssRNA+,No,ATCC15597B1,Liquid,-,280,Tunable Laser,0.11,,,21.41,,-,,69,"Beck SE, Wright HB, Hargy TM, Larason TC, Linden KG. Action spectra for validation of pathogen disinfection in medium-pressure ultraviolet (UV) systems. Water Res. 2015 Mar;70:27-37. DOI: 10.1016/j.watres.2014.11.028"
,233,Bacterial spores,Thermoactinomyces vulgaris spores,,,DSM43016,Liquid,-,254,,0.06,,,38,,,,33,"Clauss M, Springorum AC, Hartung J. Ultraviolet disinfection with 222 nm wavelength– New options to inactivate UV-resistant pathogens. In: Briese A, Clau ßM, Hartung J, Springorum AC, Hrsg. Proceedingsof the 14th ISAH Congress 2009 – International Society for Animal Hygiene, 19th to 23rd July, Vechta, Germany, Vol. 2. Brno: Tribun EU; 2009.pp. 740-2"
,310,Virus,Phage MS2,ssRNA+,No,ATCC15597B1,Liquid,-,230,Tunable Laser,0.11,,,20.49,,-,,69,"Beck SE, Wright HB, Hargy TM, Larason TC, Linden KG. Action spectra for validation of pathogen disinfection in medium-pressure ultraviolet (UV) systems. Water Res. 2015 Mar;70:27-37. DOI: 10.1016/j.watres.2014.11.028"
,234,Bacterial spores,Thermoactinomyces vulgaris spores,,,ATCC43649,Liquid,-,254,,0.06,,,38.33,,,,43,"Clauss M. Higher effectiveness of photoinactivation of bacterial spores, UV resistant vegetative bacteria and mold spores with 222 nm compared to 254 nm wavelength. Acta Hydrochim Hydrobiol. 2006;34:525-32.DOI: 10.1002/aheh.20060065"
,317,Virus,Phage MS2,ssRNA+,No,ATCC15597B1,Liquid,-,254,Tunable Laser,0.12,,,20,,-,,69,"Beck SE, Wright HB, Hargy TM, Larason TC, Linden KG. Action spectra for validation of pathogen disinfection in medium-pressure ultraviolet (UV) systems. Water Res. 2015 Mar;70:27-37. DOI: 10.1016/j.watres.2014.11.028"
,235,Fungi,Apergillus niger spores,,,DSM737,Liquid,-,222,,0.02,,,106.82,,,,33,"Clauss M, Springorum AC, Hartung J. Ultraviolet disinfection with 222 nm wavelength– New options to inactivate UV-resistant pathogens. In: Briese A, Clau ßM, Hartung J, Springorum AC, Hrsg. Proceedingsof the 14th ISAH Congress 2009 – International Society for Animal Hygiene, 19th to 23rd July, Vechta, Germany, Vol. 2. Brno: Tribun EU; 2009.pp. 740-2"
,241,Virus,Phage MS2,ssRNA+,No,ATCC15597B1,Liquid,-,280,Tunable Laser,0.12,,,19.7,,-,,69,"Beck SE, Wright HB, Hargy TM, Larason TC, Linden KG. Action spectra for validation of pathogen disinfection in medium-pressure ultraviolet (UV) systems. Water Res. 2015 Mar;70:27-37. DOI: 10.1016/j.watres.2014.11.028"
,319,Virus,Phage MS2,ssRNA+,No,ATCC15597B1,Liquid,-,254,,0.12,,,19.48,,,,71,"Mamane-Gravetz H, LindenKG, CabajA, SommerR. Spectral sensitivity of Bacillus subtilis spores and MS2 coli phage for validation testing of ultraviolet reactors for water disinfection. Environ Sci Technol.2005 Oct; 39(20):7845-52.DOI:10.1021/es048446t"
,236,Fungi,Apergillus niger spores,,,ATCC32625,Liquid,-,222,,0.02,,,108.33,,,,43,"Clauss M. Higher effectiveness of photoinactivation of bacterial spores, UV resistant vegetative bacteria and mold spores with 222 nm compared to 254 nm wavelength. Acta Hydrochim Hydrobiol. 2006;34:525-32.DOI: 10.1002/aheh.20060065"
,323,Virus,Phage MS2,ssRNA+,No,ATCC15597B1,Liquid,-,254,,0.12,,,19.42,,,,89,"Hull NM, Linden KG. Synergyof MS2 disinfection by sequential exposureto tailored UV wavelengths. Water Res. 201810;143:292-300.DOI: 10.1016/j.watres.2018.06.017"
,237,Fungi,Apergillus niger spores,,,-,Liquid,-,222,,0.03,,,72.46,,,,44,"Narita K, Asano K, Naito K, Ohashi H, Sasaki M, Morimoto Y, Igarashi T, Nakane A. 222-nm UVC inactivates a wide spectrum of microbial pathogens. J Hosp Infect. 2020 Mar. DOI:10.1016/j.jhin.2020.03.03"
,319,Virus,Phage MS2,ssRNA+,No,ATCC15597B1,Liquid,-,230,Tunable Laser,0.13,,,17.83,,-,,69,"Beck SE, Wright HB, Hargy TM, Larason TC, Linden KG. Action spectra for validation of pathogen disinfection in medium-pressure ultraviolet (UV) systems. Water Res. 2015 Mar;70:27-37. DOI: 10.1016/j.watres.2014.11.028"
,238,Fungi,Apergillus niger spores,,,DSM737,Liquid,-,254,,0.02,,,121.97,,,,33,"Clauss M, Springorum AC, Hartung J. Ultraviolet disinfection with 222 nm wavelength– New options to inactivate UV-resistant pathogens. In: Briese A, Clau ßM, Hartung J, Springorum AC, Hrsg. Proceedingsof the 14th ISAH Congress 2009 – International Society for Animal Hygiene, 19th to 23rd July, Vechta, Germany, Vol. 2. Brno: Tribun EU; 2009.pp. 740-2"
,318,Virus,Phage MS2,ssRNA+,No,ATCC15597B1,Liquid,PBS,254,,0.13,,,17.8,,,,87,"Beck SE, Rodriguez RA, Hawkins MA, Hargy TM, Larason TC, Linden KG. Comparison of UV-Induced Inactivation and RNA Damage in MS2 Phage across the Germicidal UV Spectrum.ApplEnviron Microbiol. 2015 Dec;82(5):1468-74. DOI:10.1128/AEM.02773-1588."
,239,Fungi,Apergillus niger spores,,,ATCC32625,Liquid,-,254,,0.02,,,123.33,,,,43,"Clauss M. Higher effectiveness of photoinactivation of bacterial spores, UV resistant vegetative bacteria and mold spores with 222 nm compared to 254 nm wavelength. Acta Hydrochim Hydrobiol. 2006;34:525-32.DOI: 10.1002/aheh.20060065"
,126,Virus,Phage MS2,ssRNA+,No,ATCC15597B1,Liquid,-,254,Tunable Laser,0.13,,,17.76,,-,,69,"Beck SE, Wright HB, Hargy TM, Larason TC, Linden KG. Action spectra for validation of pathogen disinfection in medium-pressure ultraviolet (UV) systems. Water Res. 2015 Mar;70:27-37. DOI: 10.1016/j.watres.2014.11.028"
,240,Fungi,Apergillus niger spores,,,-,Liquid,-,254,,0.05,,,50.76,,,,44,"Narita K, Asano K, Naito K, Ohashi H, Sasaki M, Morimoto Y, Igarashi T, Nakane A. 222-nm UVC inactivates a wide spectrum of microbial pathogens. J Hosp Infect. 2020 Mar. DOI:10.1016/j.jhin.2020.03.03"
,396,Virus,Phage MS2,ssRNA+,No,ATCC 15 597-B1,Liquid,PBS,222,"Filtered KrCl (USHIO, Far UV Technologies)",0.13,,,17.71,,,,100,"Ma, Ben, Kelly Bright, Luisa Ikner, Christian Ley, Saba Seyedi, Charles P. Gerba, Mark D. Sobsey, Patrick Piper, and Karl G. Linden. “UV Inactivation of Common Pathogens and Surrogates Under 222 Nm Irradiation from KrCl* Excimer Lamps.” Photochemistry and Photobiology 99, no. 3 (2023): 975–82. https://doi.org/10.1111/php.13724."
,315,Virus,Phage MS2,ssRNA+,No,ATCC15597B1,Liquid,-,230,,0.13,,,17.6,,,,71,"Mamane-Gravetz H, LindenKG, CabajA, SommerR. Spectral sensitivity of Bacillus subtilis spores and MS2 coli phage for validation testing of ultraviolet reactors for water disinfection. Environ Sci Technol.2005 Oct; 39(20):7845-52.DOI:10.1021/es048446t"
,241,Fungi,Penicillium expansum spores,,,DSM1282,Liquid,-,222,,0.17,,,13.64,,,,33,"Clauss M, Springorum AC, Hartung J. Ultraviolet disinfection with 222 nm wavelength– New options to inactivate UV-resistant pathogens. In: Briese A, Clau ßM, Hartung J, Springorum AC, Hrsg. Proceedingsof the 14th ISAH Congress 2009 – International Society for Animal Hygiene, 19th to 23rd July, Vechta, Germany, Vol. 2. Brno: Tribun EU; 2009.pp. 740-2"
,242,Fungi,Penicillium expansum spores,,,ATCC36200,Liquid,-,222,,0.16,,,14,,,,43,"Clauss M. Higher effectiveness of photoinactivation of bacterial spores, UV resistant vegetative bacteria and mold spores with 222 nm compared to 254 nm wavelength. Acta Hydrochim Hydrobiol. 2006;34:525-32.DOI: 10.1002/aheh.20060065"
,243,Fungi,Penicillium expansum spores,,,DSM1282,Liquid,-,254,,0.14,,,16.67,,,,33,"Clauss M, Springorum AC, Hartung J. Ultraviolet disinfection with 222 nm wavelength– New options to inactivate UV-resistant pathogens. In: Briese A, Clau ßM, Hartung J, Springorum AC, Hrsg. Proceedingsof the 14th ISAH Congress 2009 – International Society for Animal Hygiene, 19th to 23rd July, Vechta, Germany, Vol. 2. Brno: Tribun EU; 2009.pp. 740-2"
,244,Fungi,Penicillium expansum spores,,,ATCC36200,Liquid,-,254,,0.14,,,16.33,,,,43,"Clauss M. Higher effectiveness of photoinactivation of bacterial spores, UV resistant vegetative bacteria and mold spores with 222 nm compared to 254 nm wavelength. Acta Hydrochim Hydrobiol. 2006;34:525-32.DOI: 10.1002/aheh.20060065"
